t,accel_raw,gyro_raw,kalman_angle
0.31199998,-92.32758,-0.00085659337,-92.40547
0.31499997,-92.456535,-0.00050696346,-92.41013
0.318,-92.34088,-0.00085659337,-92.406334
0.32099998,-92.46733,0.00030883987,-92.411545
0.32399997,-92.27745,-0.00039041997,-92.403
0.327,-92.39933,0.00042538322,-92.40343
0.32999998,-92.25738,0.0018239032,-92.39343
0.33299997,-92.27128,0.0033389663,-92.38464
0.33599997,-92.2177,0.003921683,-92.37234
0.339,-92.08729,0.0033389663,-92.351364
0.34199998,-91.95067,0.0011246431,-92.321945
0.34499997,-92.01201,-0.00039041997,-92.29855
0.348,-92.12942,-0.0019054832,-92.28493
0.35099998,-92.28303,-0.0048190663,-92.28344
0.35399997,-92.318596,-0.005751413,-92.28475
0.35699996,-92.60765,-0.0076161064,-92.30703
0.35999998,-92.61857,-0.0058679567,-92.3288
0.36299998,-92.728966,-0.0066837594,-92.3576
0.36599997,-92.62352,-0.00528524,-92.37728
0.369,-92.57524,-0.0033040033,-92.392265
0.37199998,-92.82712,-0.0034205464,-92.4246
0.37499997,-92.71297,-0.002604743,-92.447075
0.37799996,-92.762215,-0.0016723967,-92.47185
0.38099998,-92.72331,0.00019229665,-92.492325
0.38399997,-92.56659,0.0018239032,-92.50029
0.38699996,-92.52961,0.0005419266,-92.50538
0.39,-92.58985,0.0010080999,-92.51438
0.39299998,-92.57964,0.0026397062,-92.5219
0.39599997,-92.66803,-0.01227784,-92.5377
0.39899996,-92.5434,0.0027562499,-92.5413
0.40199998,-92.420296,0.003921683,-92.53564
0.40499997,-92.42247,0.0045043994,-92.53023
0.40799996,-92.22716,0.0043878565,-92.51102
0.41099998,-92.27461,0.0026397062,-92.496315
0.41399997,-92.21742,0.003921683,-92.477936
0.41699997,-92.12317,0.0005419266,-92.454155
0.41999996,-92.29005,0.0014742732,-92.44324
0.42299998,-92.18965,0.0006584699,-92.42575
0.42599997,-92.30295,-0.00050696346,-92.41735
0.42899996,-92.327866,-0.002604743,-92.41146
0.43199998,-92.58692,-0.00318746,-92.42447
0.43499997,-92.46552,-0.0038867197,-92.428276
0.43799996,-92.626076,-0.002604743,-92.44319
0.44099995,-92.45333,-0.0020220266,-92.44491
0.44399998,-92.565956,-0.0024882,-92.45467
0.44699997,-92.675026,-0.0020220266,-92.47169
0.44999996,-92.62825,-0.0016723967,-92.484474
0.45299998,-92.68879,-0.0009731366,-92.50084
0.45599997,-92.83031,0.0006584699,-92.52629
0.45899996,-92.691414,0.00019229665,-92.54062
0.46199998,-92.58438,-0.011811666,-92.54847
0.46499997,-92.60129,0.0031058798,-92.55466
0.46799996,-92.58349,0.003921683,-92.55909
0.47099996,-92.56941,0.0036885964,-92.56227
0.47399998,-92.46516,0.0031058798,-92.55788
0.47699997,-92.3068,0.003572053,-92.54218
0.47999996,-92.313225,0.0018239032,-92.527916
0.48299998,-92.39845,0.0011246431,-92.52046
0.48599997,-92.489845,0.0024066197,-92.51964
0.48899996,-92.64771,0.0017073598,-92.53025
0.49199995,-92.49138,0.0019404466,-92.52909
0.49499997,-92.37922,0.0022900763,-92.519844
0.49799997,-92.35531,0.003572053,-92.50907
0.501,-92.21445,0.0034555097,-92.4887
0.50399995,-92.2177,0.0019404466,-92.46974
0.50699997,-92.37893,-0.00143931,-92.46372
0.51,-92.40815,-0.0024882,-92.460236
0.51299995,-92.39879,-0.0041198065,-92.4565
0.516,-92.417435,-0.0038867197,-92.45421
0.519,-92.52817,-0.0030709163,-92.45982
0.52199996,-92.54511,-0.0034205464,-92.46642
0.525,-92.257545,-0.0038867197,-92.45219
0.52799994,-92.42936,-0.004003263,-92.45091
0.53099996,-92.666245,-0.0029543734,-92.46649
0.534,-92.625435,-0.00108968,-92.478134
0.53699994,-92.65276,-0.0009731366,-92.49116
0.53999996,-92.70366,-0.00015733328,-92.50708
0.543,-92.78826,-0.00050696346,-92.52835
0.54599994,-92.92222,0.0031058798,-92.557625
0.54899997,-92.6248,0.0054367464,-92.563835
0.552,-92.54745,0.006369093,-92.564026
0.55499995,-92.68901,0.005669833,-92.574425
0.561,-92.502914,0.006485636,-92.57456
0.56399995,-92.4194,0.0055532893,-92.56499
0.567,-92.49777,0.006136006,-92.56133
0.56999993,-92.25192,0.005203659,-92.54035
0.57299995,-92.40113,0.0048540295,-92.53106
0.576,-92.235,0.016857991,-92.50837
0.57899994,-92.24394,0.0010080999,-92.489944
0.58199996,-92.328156,-0.00050696346,-92.47864
0.585,-92.226265,-0.00213857,-92.4608
0.58799994,-92.45343,-0.00085659337,-92.45986
0.59099996,-92.37457,-0.0013227668,-92.4534
0.594,-92.39089,-0.00050696346,-92.44829
0.59699994,-92.41832,0.00042538322,-92.44525
0.59999996,-92.43635,-0.011928209,-92.44564
0.603,-92.30323,0.003572053,-92.43397
0.60599995,-92.372536,0.003222423,-92.42791
0.60899997,-92.331856,0.002523163,-92.41937
0.6119999,-92.39179,-0.00039041997,-92.41603
0.61499995,-92.62068,-0.00213857,-92.42956
0.618,-92.59938,-0.0029543734,-92.44109
0.62099993,-92.71831,-0.00283783,-92.46061
0.62399995,-92.52817,-0.00108968,-92.465324
0.627,-92.59142,-0.00108968,-92.474365
0.62999994,-92.48287,0.0005419266,-92.474945
0.63299996,-92.540924,-4.079005e-5,-92.479744
0.636,-92.672935,0.0012411865,-92.493576
0.63899994,-92.55321,0.0011246431,-92.4982
0.64199996,-92.43321,0.0015908164,-92.493935
0.645,-92.48681,0.0026397062,-92.49353
0.65099996,-92.45363,0.005320203,-92.490906
0.654,-92.47921,0.006835266,-92.48942
0.65699995,-92.04215,0.006835266,-92.45671
0.65999997,-91.96237,0.0071848957,-92.41977
0.6629999,-92.085236,0.006136006,-92.39356
0.66599995,-92.0173,0.0034555097,-92.36419
0.66899997,-92.05419,0.0019404466,-92.33913
0.67199993,-92.21829,-0.0017889402,-92.32765
0.67499995,-92.33128,-0.0024882,-92.325
0.678,-92.37018,-0.0024882,-92.32535
0.68099993,-92.512344,-0.004702523,-92.33629
0.68399996,-92.3306,-0.0038867197,-92.33363
0.687,-92.2892,-0.00493561,-92.32837
0.69299996,-92.58728,-0.0070333895,-92.34045
0.696,-92.65276,-0.0070333895,-92.36147
0.69899994,-92.82072,-0.00423635,-92.39315
0.70199996,-92.86205,-0.004003263,-92.42632
0.7049999,-92.761536,-0.0017889402,-92.4504
0.70799994,-92.72696,-0.00050696346,-92.47067
0.71099997,-92.75382,0.0010080999,-92.49168
0.7139999,-92.76313,0.0040382263,-92.51187
0.71699995,-92.548676,0.005320203,-92.51552
0.72299993,-92.418915,0.0076510687,-92.51207
0.72599995,-92.41773,0.006718723,-92.50599
0.729,-92.186386,0.007068353,-92.48355
0.73199993,-92.19366,0.0043878565,-92.4631
0.73499995,-92.15697,0.002523163,-92.44124
0.738,-92.325874,0.0026397062,-92.432495
0.74099994,-92.11642,0.0006584699,-92.40946
0.74399996,-92.152214,-0.0009731366,-92.39036
0.7469999,-92.32559,-0.002604743,-92.38483
0.74999994,-92.40285,-0.00493561,-92.38549
0.75299996,-92.43352,-0.00423635,-92.388214
0.7559999,-92.36555,-0.0051686964,-92.386116
0.75899994,-92.56377,-0.0030709163,-92.398
0.76199996,-92.72897,-0.0035370898,-92.42126
0.7649999,-92.69937,-0.0017889402,-92.44104
0.76799995,-92.614296,-0.00050696346,-92.45361
0.77099997,-92.74228,0.016508363,-92.47206
0.7739999,-92.60191,0.0022900763,-92.48191
0.77699995,-92.477356,0.0034555097,-92.482185
0.78,-92.39324,0.0034555097,-92.4764
0.78299993,-92.54683,0.003222423,-92.48191
0.78599995,-92.42888,0.0027562499,-92.478775
0.789,-92.64297,0.016857991,-92.48885
0.79199994,-92.445724,0.016857991,-92.484375
0.79499996,-92.5816,0.0026397062,-92.49215
0.7979999,-92.420296,0.0024066197,-92.48803
0.80099994,-92.216064,0.0018239032,-92.469536
0.80399996,-92.26114,0.00030883987,-92.45533
0.8069999,-92.437836,-0.00039041997,-92.45455
0.80999994,-92.46582,-0.0009731366,-92.45589
0.81299996,-92.34216,-0.00085659337,-92.44827
0.8159999,-92.54464,-0.0019054832,-92.455666
0.81899995,-92.532684,-0.0009731366,-92.461685
0.82199997,-92.53751,-0.00039041997,-92.46768
0.8249999,-92.521484,-0.00027387674,-92.47221
0.82799995,-92.54745,0.00030883987,-92.47828
0.831,-92.50234,0.0006584699,-92.48075
0.83399993,-92.66836,0.0015908164,-92.49485
0.83699995,-92.70767,0.0020569898,-92.51102
0.8399999,-92.85592,0.0027562499,-92.53689
0.84299994,-92.4938,0.005786376,-92.535126
0.84599996,-92.378365,0.005320203,-92.52521
0.8489999,-92.43083,0.007417983,-92.519135
0.85199994,-92.34686,0.0080007,-92.50722
0.85499996,-92.24381,0.006835266,-92.488655
0.8579999,-92.261505,0.006485636,-92.472275
0.86099994,-92.09235,0.005669833,-92.44466
0.86399996,-92.16267,0.003572053,-92.42372
0.8669999,-92.2288,0.0011246431,-92.4089
0.86999995,-92.100296,-0.0020220266,-92.38608
0.87299997,-92.31024,-0.0038867197,-92.37969
0.8759999,-92.37544,-0.0063341297,-92.37868
0.87899995,-92.63243,-0.006800303,-92.39621
0.8819999,-92.82634,-0.006217587,-92.42675
0.88499993,-92.827545,-0.0044694366,-92.45568
0.88799995,-92.86345,-0.0020220266,-92.48544
0.8909999,-92.90811,0.00030883987,-92.51664
0.89399993,-92.75691,0.0026397062,-92.53514
0.89699996,-92.62352,0.0060194633,-92.54267
0.8999999,-92.65429,0.0080007,-92.5517
0.90299994,-92.383606,0.009632305,-92.54062
0.90599996,-92.09328,0.008816502,-92.509384
0.9089999,-92.17074,0.005320203,-92.48566
0.91199994,-92.03689,0.0031058798,-92.453804
0.91499996,-92.19046,-0.0009731366,-92.43507
0.9179999,-92.39823,-0.0024882,-92.43233
0.92099994,-92.53126,-0.0044694366,-92.439575
0.92399997,-92.370224,-0.0044694366,-92.43494
0.9269999,-92.495636,-0.00423635,-92.43945
0.92999995,-92.65747,-0.0033040033,-92.45519
0.9329999,-92.57461,-0.0017889402,-92.46403
0.93599993,-92.512955,-0.0019054832,-92.46804
0.93899995,-92.73693,-4.079005e-5,-92.487595
0.94499993,-92.63685,0.0027562499,-92.499626
0.94799995,-92.47221,0.005320203,-92.49785
0.9509999,-92.44424,0.0055532893,-92.49411
0.95399994,-92.41812,0.006835266,-92.488464
0.95699996,-92.23572,0.005203659,-92.47029
0.9599999,-92.226074,0.005203659,-92.45227
0.96299994,-92.25192,0.004271313,-92.437096
0.96599996,-92.37018,0.0014742732,-92.43157
0.9689999,-92.35233,0.00019229665,-92.42525
0.97199994,-92.48134,-0.0016723967,-92.42879
0.9749999,-92.46304,-0.00213857,-92.43092
0.9779999,-92.49229,-0.0033040033,-92.43526
0.98099995,-92.45364,-0.0017889402,-92.43638
0.9839999,-92.640495,-0.0020220266,-92.450874
0.9869999,-92.69395,-0.0017889402,-92.46848
0.98999995,-92.64007,-4.079005e-5,-92.48113
0.9929999,-92.65308,0.0015908164,-92.493866
0.99599993,-92.47161,0.0027562499,-92.492805
0.99899995,-92.56888,0.0034555097,-92.498634
1.002,-92.31888,0.0043878565,-92.48612
1.0049999,-92.24547,0.0045043994,-92.46891
1.0079999,-92.34515,0.0029893364,-92.459885
1.0109999,-92.316696,0.0026397062,-92.4493
1.0139999,-92.49382,0.0014742732,-92.45209
1.017,-92.43083,-4.079005e-5,-92.450485
1.02,-92.38973,-0.0013227668,-92.44622
1.0229999,-92.5549,-0.0009731366,-92.453926
1.0259999,-92.36787,-0.00015733328,-92.44775
1.0289999,-92.504166,-0.00050696346,-92.45168
1.032,-92.54713,-0.00015733328,-92.45844
1.035,-92.47342,-0.0013227668,-92.45981
1.038,-92.479485,-0.00213857,-92.46166
1.0409999,-92.48863,-0.0009731366,-92.46389
1.0439999,-92.544334,-0.00015733328,-92.46987
1.0469999,-92.5294,0.0010080999,-92.474304
1.05,-92.7057,0.0010080999,-92.49116
1.053,-92.53998,0.0019404466,-92.49521
1.0559999,-92.60161,-0.0125109255,-92.50577
1.0589999,-92.63307,0.003921683,-92.51538
1.0619999,-92.433815,0.0054367464,-92.51003
1.0649999,-92.31471,0.005669833,-92.496346
1.068,-92.28079,0.0047374866,-92.481
1.071,-92.32873,0.0022900763,-92.47019
1.0739999,-92.27601,0.0010080999,-92.45632
1.0769999,-92.28333,-0.0009731366,-92.44393
1.0799999,-92.54527,-0.00213857,-92.45106
1.083,-92.68104,-0.002604743,-92.46767
1.086,-92.73866,-0.0016723967,-92.48749
1.0889999,-92.59811,-0.0013227668,-92.49624
1.0919999,-92.58381,-0.00085659337,-92.50346
1.0949999,-92.65405,0.00030883987,-92.51518
1.0979999,-92.46829,0.0006584699,-92.51295
1.101,-92.63855,0.0014742732,-92.522865
1.104,-92.50933,0.0024066197,-92.522896
1.1069999,-92.49686,0.0022900763,-92.52201
1.1099999,-92.40837,-0.012627468,-92.51719
1.1129999,-92.56188,0.0019404466,-92.52117
1.1159999,-92.40025,0.0018239032,-92.51339
1.119,-92.42948,0.0026397062,-92.507904
1.122,-92.35531,0.0015908164,-92.49752
1.1249999,-92.30629,0.0006584699,-92.48424
1.1279999,-92.48073,-0.0009731366,-92.48433
1.1309999,-92.5515,-0.00108968,-92.48948
1.134,-92.53648,-0.0009731366,-92.49329
1.137,-92.54729,-0.00039041997,-92.4976
1.1399999,-92.60765,-0.00039041997,-92.50601
1.1429999,-92.76863,0.0010080999,-92.52533
1.1459999,-92.79031,0.0010080999,-92.545296
1.1489999,-92.49016,0.0022900763,-92.542595
1.152,-92.46342,0.0026397062,-92.53801
1.155,-92.5154,0.0022900763,-92.5374
1.1579999,-92.57548,0.0026397062,-92.54103
1.1609999,-92.39699,0.0014742732,-92.53187
1.1639999,-92.3833,0.0011246431,-92.52217
1.1669999,-92.38682,-0.00039041997,-92.513405
1.17,-92.411095,-0.0012062233,-92.5069
1.173,-92.32417,-0.0017889402,-92.49452
1.1759999,-92.43932,-0.0024882,-92.49106
1.1789999,-92.55758,-0.0038867197,-92.49645
1.1819999,-92.78297,-0.0054017827,-92.51796
1.185,-92.72764,-0.0033040033,-92.534134
1.188,-92.79815,-0.00318746,-92.55456
1.1909999,-92.72527,0.00030883987,-92.56823
1.1939999,-92.659096,0.016741449,-92.573845
1.1969999,-92.622284,0.0026397062,-92.57885
1.1999999,-92.56001,0.0034555097,-92.57898
1.203,-92.37544,0.0026397062,-92.56598
1.206,-92.51633,0.0026397062,-92.56364
1.2089999,-92.42039,0.0031058798,-92.554405
1.2119999,-92.29033,0.0022900763,-92.53641
1.2149999,-92.29594,0.0021735332,-92.51963
1.2179999,-92.43262,0.0007750131,-92.51363
1.221,-92.405205,0.00030883987,-92.50603
1.2239999,-92.499275,-0.0013227668,-92.50577
1.2269999,-92.38595,-0.0017889402,-92.497475
1.2299999,-92.48224,-0.0029543734,-92.496635
1.2329999,-92.48863,-0.0038867197,-92.49643
1.236,-92.78928,-0.0037701768,-92.51775
1.239,-92.85051,-0.0041198065,-92.54253
1.2419999,-92.86171,-0.0017889402,-92.566536
1.2449999,-92.85996,-0.0009731366,-92.58914
1.2479999,-92.78248,0.0014742732,-92.60472
1.2509999,-92.71334,0.0019404466,-92.614494
1.254,-92.69667,0.0043878565,-92.62218
1.257,-92.44334,0.003222423,-92.6115
1.2599999,-92.56209,0.005203659,-92.60944
1.2629999,-92.400505,0.0034555097,-92.59615
1.2659999,-92.435,0.0027562499,-92.58601
1.2689999,-92.302666,0.0013577299,-92.567055
1.272,-92.332146,0.00030883987,-92.551216
1.2749999,-92.2617,-0.00213857,-92.53144
1.2779999,-92.39646,-0.00423635,-92.522545
1.2809999,-92.53095,-0.0058679567,-92.523926
1.2839999,-92.6643,-0.0066837594,-92.53491
1.287,-92.77021,-0.007965736,-92.55315
1.29,-92.91438,-0.007849193,-92.58081
1.2929999,-92.83902,-0.0061010425,-92.60146
1.2959999,-92.84461,-0.0048190663,-92.621284
1.2989999,-92.784706,-0.0020220266,-92.63539
1.3019999,-92.67307,-0.00015733328,-92.64048
1.305,-92.73431,0.0027562499,-92.64919
1.308,-92.56888,0.003222423,-92.645515
1.3109999,-92.54822,0.0015908164,-92.64073
1.3139999,-92.36844,0.0010080999,-92.62334
1.3169999,-92.46274,-0.00015733328,-92.613625
1.323,-92.46033,-4.079005e-5,-92.607155
1.3259999,-92.59905,-0.0012062233,-92.60794
1.3289999,-92.63629,-0.0024882,-92.61154
1.3349999,-92.77517,-0.0013227668,-92.62727
1.3379999,-92.79133,0.00030883987,-92.64047
1.341,-92.78161,0.0007750131,-92.652245
1.3439999,-92.55699,0.0021735332,-92.64712
1.3469999,-92.70168,0.0019404466,-92.65259
1.3499999,-92.47824,0.0018239032,-92.64176
1.3529999,-92.63801,0.016857991,-92.64045
1.356,-92.65405,0.0005419266,-92.642975
1.3589998,-92.53826,-4.079005e-5,-92.63714
1.3619999,-92.605736,0.0007750131,-92.63624
1.3649999,-92.57839,0.00019229665,-92.63348
1.3679999,-92.5787,0.0006584699,-92.630745
1.3709999,-92.52282,0.00030883987,-92.62417
1.374,-92.64168,0.0007750131,-92.62631
1.3769999,-92.744995,0.00030883987,-92.6358
1.3799999,-92.39324,0.0007750131,-92.619545
1.3829999,-92.57194,0.0011246431,-92.61677
1.3859999,-92.409035,0.0010080999,-92.602455
1.3889999,-92.44782,0.0006584699,-92.59162
1.392,-92.594284,0.0010080999,-92.59172
1.3949999,-92.61593,0.00042538322,-92.59346
1.3979999,-92.60765,-0.0016723967,-92.59486
1.4009999,-92.55646,0.00030883987,-92.5922
1.4039999,-92.56628,0.0015908164,-92.59016
1.407,-92.63596,0.0008915565,-92.59333
1.4099998,-92.60829,0.0014742732,-92.59427
1.4129999,-92.74198,0.0007750131,-92.60486
1.4159999,-92.48651,0.00030883987,-92.59674
1.4189999,-92.71706,0.0011246431,-92.60536
1.4219999,-92.70109,0.0013577299,-92.61242
1.425,-92.664955,0.003921683,-92.61613
1.4279999,-92.61781,0.006369093,-92.615906
1.4309999,-92.63726,0.0048540295,-92.61733
1.4339999,-92.373085,0.0055532893,-92.59966
1.4369999,-92.37454,0.0031058798,-92.58331
1.4399999,-92.35444,0.0014742732,-92.56655
1.443,-92.230896,0.00019229665,-92.54193
1.4459999,-92.35703,-0.00050696346,-92.527626
1.4489999,-92.53733,-0.0030709163,-92.52734
1.4519999,-92.45823,-0.0037701768,-92.52153
1.4549999,-92.622345,-0.0024882,-92.52757
1.458,-92.76536,-0.0045859795,-92.543945
1.4639999,-92.91616,-0.0037701768,-92.56873
1.4669999,-92.97391,-0.00085659337,-92.5976
1.4699999,-92.8659,0.00019229665,-92.61723
1.4729999,-92.846344,0.003921683,-92.63394
1.476,-92.5554,0.0047374866,-92.62891
1.4789999,-92.50841,0.0040382263,-92.62081
1.4819999,-92.39735,0.0031058798,-92.60528
1.4849999,-92.46304,0.0019404466,-92.59535
1.4879999,-92.39646,0.0011246431,-92.58124
1.4909999,-92.640495,0.0006584699,-92.58533
1.4939998,-92.63791,0.00042538322,-92.589096
1.4969999,-92.82885,-0.00015733328,-92.606445
1.4999999,-92.8991,0.00030883987,-92.62795
1.5029999,-92.63643,0.0014742732,-92.62944
1.5059999,-92.679405,0.003222423,-92.63364
1.509,-92.56816,0.0048540295,-92.62938
1.5119998,-92.510864,0.0034555097,-92.621445
1.5149999,-92.27992,0.0031058798,-92.59736
1.5179999,-92.40555,0.0018239032,-92.583595
1.5209999,-92.28836,-0.0009731366,-92.56253
1.5239999,-92.33145,-0.0027212864,-92.5458
1.527,-92.708664,-0.0038867197,-92.55706
1.5299999,-92.68104,-0.0037701768,-92.56582
1.5329999,-92.75631,-0.0027212864,-92.57939
1.5359999,-92.80157,-0.0013227668,-92.59536
1.5389999,-92.7073,-0.00050696346,-92.60368
1.5419999,-92.684975,0.0006584699,-92.60984
1.5449998,-92.759605,0.0014742732,-92.62092
1.5479999,-92.6997,0.0019404466,-92.627106
1.5509999,-92.60447,0.0034555097,-92.62593
1.5539999,-92.57971,0.0055532893,-92.62269
1.5569999,-92.56471,0.0040382263,-92.61875
1.56,-92.47981,0.003921683,-92.60893
1.5629998,-92.46823,0.0046209428,-92.598625
1.5689999,-92.40579,0.003921683,-92.58447
1.5719999,-92.397934,0.0026397062,-92.5706
1.5749999,-92.410515,0.0010080999,-92.558556
1.578,-92.46877,-0.00039041997,-92.55148
1.5809999,-92.37226,-0.0009731366,-92.53792
1.5839999,-92.50505,-0.0009731366,-92.53453
1.5869999,-92.69502,-0.0017889402,-92.54506
1.5899999,-92.57643,-0.00143931,-92.546585
1.5929999,-92.913925,-0.0017889402,-92.57228
1.5989999,-92.71966,-0.00050696346,-92.581894
1.6019999,-92.709335,0.0011246431,-92.59088
1.6049999,-92.488945,0.0017073598,-92.583565
1.6079999,-92.65192,0.0034555097,-92.58799
1.611,-92.65308,-0.01227784,-92.5948
1.6139998,-92.45373,0.017091079,-92.5823
1.6169999,-92.46793,0.0018239032,-92.573875
1.6199999,-92.53795,0.0006584699,-92.57105
1.6229999,-92.5218,0.0006584699,-92.567215
1.6259999,-92.631226,-0.00027387674,-92.57155
1.6289998,-92.64471,-0.00015733328,-92.576645
1.6319999,-92.63026,-0.0009731366,-92.5806
1.6349999,-92.62287,-0.00062350667,-92.58378
1.6379999,-92.914154,-0.00050696346,-92.60766
1.6409999,-92.62287,0.0015908164,-92.609215
1.6439999,-92.48226,0.003222423,-92.60036
1.6469998,-92.40668,0.003222423,-92.586494
1.6499999,-92.483154,0.0034555097,-92.5787
1.6529999,-92.41133,0.0018239032,-92.566414
1.6559999,-92.45052,0.0015908164,-92.55753
1.6589999,-92.295654,0.0018239032,-92.53797
1.662,-92.44813,-0.00050696346,-92.53062
1.6649998,-92.46424,-0.002604743,-92.52513
1.6679999,-92.771904,-0.0017889402,-92.54182
1.6709999,-92.67667,-0.0033040033,-92.55118
1.6739999,-92.75928,-0.0035370898,-92.56607
1.6769999,-92.81418,-0.0024882,-92.58403
1.6799998,-92.867294,-0.00143931,-92.604805
1.6829998,-92.86833,-0.00108968,-92.62461
1.6859999,-92.84738,-0.00039041997,-92.64185
1.6889999,-92.776306,0.0010080999,-92.65295
1.6919999,-92.77856,0.003572053,-92.66322
1.6949999,-92.70564,0.0043878565,-92.66764
1.6979998,-92.788445,0.003921683,-92.67783
1.7009999,-92.60256,0.006369093,-92.67379
1.7039999,-92.30376,0.005320203,-92.64866
1.7069999,-92.44334,0.005203659,-92.63469
1.7099999,-92.632835,0.003572053,-92.63518
1.7129999,-92.45934,0.0010080999,-92.62361
1.7159998,-92.65925,0.00030883987,-92.626976
1.7189999,-92.70426,-0.00039041997,-92.63351
1.7219999,-92.72831,-0.00050696346,-92.64144
1.7249999,-92.5645,-4.079005e-5,-92.63718
